License: CC0 1.0 Universal (CC0 1.0) Public Domain Dedication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Qin, Ben; Fang, Huang; Shichun, Huang; Andre, Python; Yunfeng, Chen; J, ZhangZhou, 2022, ""Global mantle clinopyroxene data (major and trace elements)"", https://doi.org/10.25625/AVAW2Y, GRO.data, V2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATIONS,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ROCK NAME,ROCK TEXTURE,MINERAL,SPOT,RIM/CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SC(PPM),TI(PPM),V(PPM),CR(PPM),NI(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Petrography,Note,Labelled by LREE
[10963] ZHENG JIAN-PING (2007),samp. JG29,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE,"JIANGUO VILLAGE, ABOUT 30 KM NE OF FUXIN CITY",42.02,42.02,121.66,121.66,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,,secondary,52.2,1533,211,4173,276,0,101,10.2,18.6,0.03,0.36,2.27,7.66,1.26,5.97,1.72,0.61,1.81,0.31,2,0.42,1.18,0.17,1.1,0.16,0.79,0.06,0.32,0.24,0.08,,,
[10963] ZHENG JIAN-PING (2007),samp. JG10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE,"JIANGUO VILLAGE, ABOUT 30 KM NE OF FUXIN CITY",42.02,42.02,121.66,121.66,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,,secondary,58.7,1151,212,5976,283,0,161,5.54,34.7,0.2,0.37,3.8,12.2,1.93,8.33,1.99,0.59,1.52,0.22,1.38,0.29,0.84,0.13,0.89,0.15,1.03,0.08,0.55,0.64,0.25,,,
[10963] ZHENG JIAN-PING (2007),samp. JG13-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE,"JIANGUO VILLAGE, ABOUT 30 KM NE OF FUXIN CITY",42.02,42.02,121.66,121.66,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,,secondary,41.9,683,139,5185,279,0.26,206,8.03,44.4,0.04,1.71,6.41,22.1,3.17,13.4,2.63,0.83,1.98,0.28,1.7,0.31,0.84,0.11,0.76,0.09,1.18,0,0.5,0.31,0.04,,,
[10963] ZHENG JIAN-PING (2007),samp. JG13-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE,"JIANGUO VILLAGE, ABOUT 30 KM NE OF FUXIN CITY",42.02,42.02,121.66,121.66,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,CLINOPYROXENE,,,secondary,54.3,1330,209,1948,158,0,145,5.89,10,0.09,0.09,4.33,13.7,1.98,8.46,1.74,0.55,1.43,0.2,1.28,0.24,0.57,0.07,0.53,0.07,0.4,0.02,0.18,0.18,0.03,,,
[11585] KONECNY P. (2006),samp. 67,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF / KOZAKOV,SLAP QUARRY,50.631,50.631,15.2691,15.2691,subaerial,"LHERZOLITE, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,,,116,8836,495,0.15,8.5,3.19,0.59,1.27,2.1,6.93,4.38,0.15,0.22,0.042,0.026,0.148,0.042,0.406,0.112,0.41,0.066,0.464,0.074,0,0.09,,1.46,0.29,,,
[11733] ISMAIL M. (2008),samp. IT13A,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD - CENOZOIC/QUATERNARY / SYRIA / DEAD SEA REGION,TEL TANNOUN,33,33,36.5,36.5,subaerial,"HARZBURGITE, XENOLITH",COARSE-GRAINED,CLINOPYROXENE,,,secondary,81,731,224,5968,302,0.31,22,9.09,1.9,0.15,0.07,0.2,0.72,0.14,1.04,0.37,0.16,0.7,0.14,1.18,0.35,1.08,,1.04,0.15,0.13,,,0.05,0.03,,,No metasomatism
[11733] ISMAIL M. (2008),samp. IT30,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD - CENOZOIC/QUATERNARY / SYRIA / DEAD SEA REGION,TEL TANNOUN,33,33,36.5,36.5,subaerial,"HARZBURGITE, XENOLITH",COARSE-GRAINED,CLINOPYROXENE,,,secondary,77,1452,216,6637,276,0.64,11,15.32,1.9,0.05,0.11,2.65,4.52,0.32,1.21,0.55,0.27,1.21,0.29,2.52,0.6,1.81,,1.72,0.25,0.25,,,1.15,0.26,,,
[11733] ISMAIL M. (2008),samp. IT47,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD - CENOZOIC/QUATERNARY / SYRIA / DEAD SEA REGION,TEL TANNOUN,33,33,36.5,36.5,subaerial,"HARZBURGITE, XENOLITH",COARSE-GRAINED-TABULAR,CLINOPYROXENE,,,secondary,74,646,213,5654,317,0,12,11.05,1.4,0.31,0.1,0.09,0.08,0.04,0.53,0.44,0.21,1.14,0.24,1.74,0.36,1.2,,1.36,0.18,0.21,,,0.1,0.03,,,
[11737] GALAN G. (2008),samp. SD.98.1,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"HARZBURGITE, XENOLITH",PYROCLASTIC,CLINOPYROXENE,,,secondary,37.45,2345,194.1,,519.6,0,56.1,7.164,12.29,0,0,1.517,5.904,1.054,6.211,1.741,0.701,1.899,0.291,1.602,0.305,0.673,0.099,0.658,0.093,0.641,0,0,0,0,,,
[11737] GALAN G. (2008),samp. BB.12.030,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,70.87,2557,282.4,,354.3,0,77.37,16.19,31.78,0.172,0,0.922,3.868,0.668,4.464,1.529,0.8,2.326,0.441,2.829,0.66,1.934,0.26,1.96,0.246,1.026,0,0.52,0,0,,,No metasomatism
[11737] GALAN G. (2008),samp. BB.18.29,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"HARZBURGITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,65.99,268.8,218.8,,466.6,0,184.4,3.861,71.22,1.303,0,8.706,23.12,3.249,12.53,2.148,0.5,1.205,0.185,0.915,0.152,0.406,0,0,0.068,1.98,0.137,0,1.867,0.295,,,
[11737] GALAN G. (2008),samp. BB.12.041,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"HARZBURGITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,55.93,794.3,177.8,,436.7,0,137,5.393,18.01,1.088,0,5.391,13.69,1.942,9.949,2.377,0.833,1.773,0.281,1.354,0.242,0.459,0,0.453,0.079,0.591,0,0,0.28,0,,,
[11737] GALAN G. (2008),samp. BB.02.04,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"HARZBURGITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,68.96,2622,297.5,,390.9,0,62.1,9.012,36.86,0.63,0,2.04,6.055,0.959,5.328,2.243,0.891,2.659,0.422,2.313,0.377,0.799,0,0.563,0.061,1.607,0,0,0.146,0,,,
[11737] GALAN G. (2008),samp. BB.83.04,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"PYROXENITE, XENOLITH",,CLINOPYROXENE,,,secondary,44.32,1956,157.1,,335,0,43.86,4.247,7.954,0,0,0.327,1.408,0.343,2.292,0.918,0.356,1.289,0.201,1.075,0.191,0.453,0.068,0.404,0.054,0.314,0,0.228,0,0,,,No metasomatism
[11737] GALAN G. (2008),samp. BB.26.04,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",EQUIGRANULAR,CLINOPYROXENE,,,secondary,57.03,1752,227.9,,314,0,25.36,14.7,17.79,0,3.244,0.589,1.212,0.338,2.651,1.561,0.721,1.814,0.334,2.509,0.563,1.384,0.246,1.555,0.194,0.756,0,0.54,0,0.14,,,
[11737] GALAN G. (2008),samp. BB.74.04,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"HARZBURGITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,38.49,144.4,137.7,,452.4,0,54.76,0.829,1.789,0.247,0,2.212,4.349,0.63,3.25,0.476,0.164,0.473,0.066,0.225,0.03,0.15,0,0,0,0,0,0,0,0.081,,,
[11737] GALAN G. (2008),samp. BB.16.04,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,60.84,3417,285.3,,371.7,0,93.61,16.93,37.97,0.301,0,1.751,5.007,0.811,4.794,1.727,0.799,2.288,0.449,3.082,0.656,1.77,0.269,1.794,0.245,1.112,0,0,0.122,0.068,,,
[11737] GALAN G. (2008),samp. BB.64.04,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,55.95,2657,255.5,,335.7,0,246.7,12.66,24.12,0.167,0,24.93,17.57,0.863,4.042,1.517,0.669,1.913,0.365,2.172,0.483,1.331,0.182,1.18,0.172,0.74,0,0.673,2.002,0.523,,,
[11737] GALAN G. (2008),samp. SD.98.58SR,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,72.5,3945,327.4,,421.8,0,141.8,17.96,52.44,1.399,2.459,4.952,9.396,1.201,6.87,2.385,0.939,2.859,0.513,3.196,0.736,1.997,0.256,1.992,0.266,1.404,0,0.902,0.351,0.188,,,
[11737] GALAN G. (2008),samp. BB.81.04,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,51.22,3856,277.2,,351.6,0.381,119.7,16.85,32.83,0.064,0,4.297,5.963,0.857,5.027,1.931,0.866,2.406,0.502,3.051,0.691,1.792,0.267,1.857,0.24,1.099,0,0,0.389,0.189,Amphibole,,
[11737] GALAN G. (2008),samp. CA.00.83C,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / CANET D^ADRI,,42.044325,42.044325,2.739011,2.739011,subaerial,"HARZBURGITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,50.99,2105,246.1,,425.5,0,38.43,13.54,13.08,0.389,0,0.49,1.81,0.361,2.135,1.045,0.538,1.571,0.379,2.474,0.533,1.435,0.231,1.516,0.2,0.449,0,0,0,0,,,No metasomatism
[11737] GALAN G. (2008),samp. CA.00.83SR,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / CANET D^ADRI,,42.044325,42.044325,2.739011,2.739011,subaerial,"HARZBURGITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,54.16,2809,262.6,,394.1,0,48.37,15.66,24.62,0.647,0,3.75,12.54,1.806,6.857,1.969,0.965,2.297,0.428,3.606,0.62,1.754,0.209,2.089,0.227,0.834,0.132,0,0.118,0.057,,,
[11737] GALAN G. (2008),samp. SD.98.2,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,76.28,1105,264.2,,375.4,0,79.38,11.11,1.734,0.788,3.648,4.156,5.038,0.273,0.74,0.42,0.281,1.065,0.248,1.938,0.455,1.346,0.173,1.427,0.208,0.267,0,0.544,0,0.287,,,
[11737] GALAN G. (2008),samp. CA.00.83B,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / CANET D^ADRI,,42.044325,42.044325,2.739011,2.739011,subaerial,"HARZBURGITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,62.14,329.1,179.7,,454.9,0,382.1,2.281,12.23,2.36,0,23.16,53.15,6.021,19.91,3.462,0.971,1.067,0.158,0.789,0.107,0.268,0,0,0,0,0.239,0,1.503,0.321,Glass,,
[11737] GALAN G. (2008),samp. SD.98.58,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / SPAIN / LA GARROTXA - OLOT VOLCANIC DISTRICT / LA BANYA DEL BOC,,42.032679,42.032679,2.683305,2.683305,subaerial,"LHERZOLITE, XENOLITH",GRANULAR,CLINOPYROXENE,,,secondary,63.04,3990,324.1,,403.1,0,176.5,20.55,54.12,1.123,0,5.325,10.75,1.425,7.469,2.441,1.14,3.157,0.65,4.234,0.927,2.284,0.386,2.646,0.304,1.405,0,0,0.379,0.125,,,
[11740] NTAFLOS T. (2008),samp. VL1-2,CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / OKHOTSK ARC - CENOZOIC / OKHOTSK SECTOR / VILIGA VOLCANIC FIELD,KANAYGA RIVER AREA,61.213,61.213,155.153,155.153,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,52.2,,247,,,0.04,86.2,17.1,31.6,0.16,0.034,1.038,4.395,0.793,4.847,1.764,0.716,2.511,0.445,3.075,0.695,2.065,0.313,2.025,0.318,1.014,0.013,0.063,0.01,0.006,,,No metasomatism
[11740] NTAFLOS T. (2008),samp. VL1-9,CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / OKHOTSK ARC - CENOZOIC / OKHOTSK SECTOR / VILIGA VOLCANIC FIELD,KANAYGA RIVER AREA,61.213,61.213,155.153,155.153,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,53.5,,226,,,0.012,62.4,14.4,20.5,0.117,0.316,0.661,2.805,0.557,3.147,1.25,0.546,2.054,0.368,2.566,0.572,1.629,0.241,1.57,0.222,0.577,0.037,0.082,0.008,0.008,,,No metasomatism
[11740] NTAFLOS T. (2008),samp. VL1-12,CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / OKHOTSK ARC - CENOZOIC / OKHOTSK SECTOR / VILIGA VOLCANIC FIELD,KANAYGA RIVER AREA,61.213,61.213,155.153,155.153,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,52,,222,,,0.021,87.5,18.1,34.1,0.322,0.018,1.169,4.66,0.871,5.122,1.906,0.785,2.702,0.485,3.29,0.707,2.06,0.295,1.87,0.285,1.096,0.021,0.06,0.025,0.006,,,No metasomatism
[11740] NTAFLOS T. (2008),samp. VL1-8,CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / OKHOTSK ARC - CENOZOIC / OKHOTSK SECTOR / VILIGA VOLCANIC FIELD,KANAYGA RIVER AREA,61.213,61.213,155.153,155.153,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,52.5,,240,,,0.061,76.7,13.8,21.7,0.299,0.31,1.004,3.864,0.682,3.845,1.445,0.585,2.032,0.357,2.42,0.54,1.521,0.242,1.627,0.251,0.658,0.028,0.057,0.03,0.008,,,No metasomatism
[11740] NTAFLOS T. (2008),samp. VL1-1,CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / OKHOTSK ARC - CENOZOIC / OKHOTSK SECTOR / VILIGA VOLCANIC FIELD,KANAYGA RIVER AREA,61.213,61.213,155.153,155.153,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,54.3,,221,,,0.062,32.5,8.85,6.29,0.377,0.053,0.52,1.628,0.274,1.328,0.58,0.255,0.977,0.196,1.443,0.344,1.03,0.164,1.091,0.164,0.145,0.033,0.048,0.023,0.012,,,
[11740] NTAFLOS T. (2008),samp. VL1-7,CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / OKHOTSK ARC - CENOZOIC / OKHOTSK SECTOR / VILIGA VOLCANIC FIELD,KANAYGA RIVER AREA,61.213,61.213,155.153,155.153,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,44.8,,216,,,0.028,71.1,14.3,23.1,0.338,0.239,0.938,3.715,0.692,4.081,1.52,0.645,2.272,0.408,2.751,0.632,1.761,0.274,1.79,0.269,0.719,0.017,0.133,0.02,0.01,,,No metasomatism
[11740] NTAFLOS T. (2008),samp. VL1-19,CONVERGENT MARGIN,OKHOTSK-CHUKOTKA ARC / OKHOTSK ARC - CENOZOIC / OKHOTSK SECTOR / VILIGA VOLCANIC FIELD,KANAYGA RIVER AREA,61.213,61.213,155.153,155.153,subaerial,"LHERZOLITE, SPINEL, XENOLITH",PROTOGRANULAR,CLINOPYROXENE,,,secondary,49.8,,209,,,0.011,81.4,17.6,32.4,0.305,0.031,1.182,4.36,0.842,4.9,1.813,0.74,2.635,0.482,3.235,0.697,2.023,0.312,2.02,0.293,0.971,0.045,0.029,0.027,0.006,,,No metasomatism
[11741] ISHIMARU S. (2008),samp. 530,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / AVACHINSKY (AVACHA),EASTERN VOLCANIC FRONT,53.256,53.256,158.836,158.836,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,43832,,secondary,50.5,162,150,688,410,0,12.2,0.702,1.35,0,0.116,0.209,0.318,0.045,0.163,0,0,0,0,0.093,0,0.127,0.025,0.266,0.045,0,0,0.256,0,0,Amphibole,magnesio-hornblende,
[11741] ISHIMARU S. (2008),samp. 530,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / AVACHINSKY (AVACHA),EASTERN VOLCANIC FRONT,53.256,53.256,158.836,158.836,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,43923,,secondary,21.3,117,91.7,193,405,0,11.6,0.733,1.19,0,0,0.175,0.319,0.035,0.164,0,0,0.049,0,0.095,0.017,0.11,0.03,0.244,0.042,0,0,0,0,0,Amphibole,,
[11945] WU FU-YUAN (2006),samp. HY1-01,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,54.7,,243,8459,395,0.13,71,10.2,16.3,3.19,0.18,3.45,4.84,0.51,2.94,1.04,0.41,1.5,0.3,1.7,0.39,1.05,0.14,0.96,0.13,0.59,0.07,0.17,0.49,0.11,,,
[11945] WU FU-YUAN (2006),samp. HY2-01,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,61.8,,244,6399,363,0.11,109,4.9,16.1,1.59,0.1,6.3,13.53,1.46,5.96,1.1,0.33,0.85,0.11,0.8,0.18,0.56,0.1,0.68,0.1,0.2,0.12,0.17,0.43,0.11,,,
[11945] WU FU-YUAN (2006),samp. HY2-02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,54.7,,289,5148,395,0.09,89,13.7,18.6,1.46,0.14,2.85,6.36,0.72,3.43,1.11,0.57,1.74,0.33,2.27,0.58,1.47,0.22,1.5,0.19,0.64,0.07,0.14,0.26,0.09,,,
[11945] WU FU-YUAN (2006),samp. HY2-03,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,65.9,,305,5761,282,0.1,48,16.1,22.3,0.1,0.15,0.51,2.39,0.51,3.46,1.43,0.64,1.88,0.39,2.59,0.62,1.78,0.25,1.67,0.22,0.76,0.01,0.15,0,0,,,
[11945] WU FU-YUAN (2006),samp. HY2-04,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,66.2,,274,4687,351,0.1,14,12.8,3.3,0.1,0.22,0.03,0.23,0.09,0.83,0.83,0.34,1.37,0.27,2.1,0.47,1.28,0.21,1.51,0.21,0.28,0.01,0.73,0,0,,,No metasomatism
[11945] WU FU-YUAN (2006),samp. HY2-05,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,75.2,,262,8481,359,0.09,83,11.1,20.4,0.82,0.16,3.19,4.85,0.59,3.42,1.35,0.51,1.77,0.28,1.9,0.43,1.1,0.14,0.98,0.12,0.91,0.04,0.28,0.3,0.08,,,
[11945] WU FU-YUAN (2006),samp. HY2-06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,71.3,,260,5943,256,0.06,209,18,43.8,0.13,0.11,9.59,27.83,4.15,20.14,4.31,1.4,3.83,0.57,3.33,0.69,1.98,0.27,1.76,0.28,1.02,0.03,0.75,1.92,0.5,Amphibole,,
[11945] WU FU-YUAN (2006),samp. HY2-07,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,48.3,,247,5034,426,0.08,84,16.1,31.6,0.17,0.14,1.22,4.46,0.76,4.64,1.73,0.69,2.2,0.43,2.64,0.66,1.62,0.23,1.77,0.26,0.88,0.02,0.1,0.02,0.01,,,
[11945] WU FU-YUAN (2006),samp. HY2-14,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,52.6,,265,7505,421,0.07,121,10.2,21.9,0.77,0.1,3.22,9.66,1.45,7.18,2.1,0.82,1.94,0.32,1.81,0.4,1.19,0.16,1.19,0.16,0.45,0.1,0.15,0.18,0.06,,,
[11945] WU FU-YUAN (2006),samp. HY2-29,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / LIAONING PROVINCE / KUANDIAN VOLCANIC FIELD-HUANGYISHAN,,40.73,40.73,124.78,124.78,subaerial,"PERIDOTITE, XENOLITH",,CLINOPYROXENE,,,secondary,59.2,,274,4569,383,0.08,62,17.2,26.4,0.39,0.15,0.81,2.88,0.57,3.59,1.62,0.66,2.28,0.4,3.1,0.68,2.01,0.3,2.21,0.31,0.84,0.01,0.14,0.03,0.02,,,No metasomatism
