License: Creative Commons Attribution 4.0 International (CC-BY 4.0) License.,,,,,,,,,,,,,,,,,,,,,,,
"Citation: Tappe, Sebastian, 2022, ""Global magmatic kimberlite and carbonatite compositions (elemental and isotopic)"", https://doi.org/10.25625/FLV19S, Göttingen Research Online / Data, V1.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Global Database of Major Element Compositions for Bulk Group-1 Kimberlites and Aillikites as compiled in Tappe et al. (2017, EPSL; supplementary file E)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country / Region,Kimberlite Pipe / Cluster / Field,Kimberlite Group,Sample Number-1,Sample Number-2,Reference,Age [Ma],SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,LOI,,,
,,,,,,,,,,,,,,,,,,,,,,,
North America - Greenland,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Koffiefontein,Group-1 Kimberlite,South Africa,KK-3,Becker & Le Roex (2006),,32.10,2.30,3.07,10.04,,0.16,26.28,9.68,0.11,1.43,0.97,6.92,4.96,11.87,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Elston-01-06,Shee et al. (1989),,30.30,0.64,1.00,6.82,,0.15,36.10,6.86,0.09,0.42,2.23,9.13,4.52,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Elston-01-05,Shee et al. (1989),,31.00,0.76,1.20,6.79,,0.15,35.70,7.28,0.20,0.51,1.65,9.36,4.83,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 7,Shee et al. (1989),,33.70,2.88,1.70,10.60,,0.26,33.40,3.85,0.30,0.98,0.50,9.10,2.27,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 12,Shee et al. (1989),,32.60,1.86,1.90,10.10,,0.13,30.90,6.71,0.30,1.00,0.93,9.00,3.24,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 15,Shee et al. (1989),,33.50,2.03,2.00,11.02,,0.15,31.80,5.23,0.30,0.96,0.96,8.62,2.30,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 30,Shee et al. (1989),,31.90,4.33,2.40,10.10,,0.32,29.50,6.59,0.30,1.56,0.14,8.24,3.47,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 31,Shee et al. (1989),,31.40,3.18,2.70,10.40,,0.24,30.20,7.09,0.30,1.38,0.10,8.36,3.66,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 10,Shee et al. (1989),,31.30,1.77,2.80,9.59,,0.14,28.90,8.59,0.30,1.58,1.43,8.14,4.13,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 16,Shee et al. (1989),,31.60,2.04,3.10,10.10,,0.25,28.30,8.16,0.20,1.87,0.34,7.19,5.36,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Kuruman,Group-1 Kimberlite,South Africa,Bathlaros 17,Shee et al. (1989),,29.50,2.92,3.40,10.60,,0.56,27.00,9.04,0.30,1.81,0.05,7.11,6.11,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Lekkerfontein,Group-1 Kimberlite,South Africa,lkf-1,Becker & Le Roex (2006),,22.47,4.53,4.43,13.33,,0.22,18.63,15.37,0.25,1.63,1.49,5.92,9.63,15.55,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Mayeng,Group-1 Kimberlite,South Africa,#209 base,Apter et al. (1984),,29.20,4.70,2.03,11.85,,0.18,31.11,7.47,0.13,0.88,0.69,,,9.94,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Mayeng,Group-1 Kimberlite,South Africa,#180 center,Apter et al. (1984),,26.57,5.12,2.30,11.54,,0.18,25.02,11.20,0.10,1.32,1.19,,,14.50,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Mayeng,Group-1 Kimberlite,South Africa,#209 top,Apter et al. (1984),,27.32,5.42,2.47,10.78,,0.25,22.06,12.70,0.09,1.43,1.28,,,12.98,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Melton Wold,Group-1 Kimberlite,South Africa,MW-3,Kjarsgaard et al. (2009),,34.90,1.08,2.80,8.30,,0.10,30.56,5.65,0.03,2.05,0.14,,,13.14,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Monastery,Group-1 Kimberlite,South Africa,RJ53+54K,Smith et al. (1985),,28.41,5.19,2.47,8.35,5.03,0.19,24.81,8.91,0.08,2.36,1.11,6.98,5.10,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Monastery,Group-1 Kimberlite,South Africa,ROM312,Becker & Le Roex (2006),,26.92,4.21,2.77,13.46,,0.19,28.11,9.34,0.25,1.01,0.89,6.27,4.45,10.72,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Monastery,Group-1 Kimberlite,South Africa,ROM214,Becker & Le Roex (2006),,28.13,4.53,2.90,13.22,,0.17,26.24,8.39,0.28,2.03,0.86,6.25,4.71,10.96,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Ondermatjie,Group-1 Kimberlite,South Africa,,Mitchell (2004),,26.06,4.04,3.70,14.38,,0.18,20.05,16.58,0.01,1.46,0.84,3.33,8.68,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Pampoenpoort,Group-1 Kimberlite,South Africa,K16/6W,Becker & Le Roex (2006),,30.23,1.95,2.34,9.91,,0.16,30.67,8.81,0.41,1.08,0.81,6.15,6.22,12.37,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Premier,Group-1 Kimberlite,South Africa,black,Bartlett (2003),,32.97,2.26,2.44,10.33,,0.16,28.64,7.97,0.05,0.72,0.33,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Premier,Group-1 Kimberlite,South Africa,black,Bartlett (2003),,32.03,2.27,2.43,9.71,,0.20,28.59,8.80,0.01,1.26,0.22,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",St.Augustine,Group-1 Kimberlite,South Africa,,Wagner (1914),,29.56,1.18,2.47,6.16,2.66,,37.47,8.92,0.22,0.33,0.43,4.82,6.71,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UIN-2,Smith et al. (1985),,23.87,3.41,2.49,6.69,3.79,0.21,23.95,15.31,0.06,1.06,1.76,6.52,9.87,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O7,Harris et al. (2004),,27.90,1.95,1.81,9.59,,0.16,30.49,10.94,0.02,0.88,1.36,6.14,7.19,13.34,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O2,Harris et al. (2004),,27.31,2.07,1.93,9.55,,0.17,29.58,11.97,0.07,0.94,1.30,6.05,7.87,13.92,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O1A,Harris et al. (2004),,27.69,2.17,2.08,9.71,,0.17,29.11,11.07,0.02,0.88,1.23,7.30,7.00,14.30,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O4,Harris et al. (2004),,29.08,2.88,2.39,9.76,,0.16,26.93,11.08,0.02,1.44,1.58,8.07,5.65,13.71,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O8,Harris et al. (2004),,29.33,2.53,2.43,9.99,,0.17,26.08,10.93,0.02,1.29,1.53,7.70,6.42,14.12,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O6,Harris et al. (2004),,26.99,3.16,2.29,10.22,,0.17,28.24,13.47,0.06,1.01,1.86,4.06,7.00,11.06,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O5B,Harris et al. (2004),,27.61,2.95,2.41,9.60,,0.17,25.93,12.84,0.02,1.28,2.99,7.66,5.94,13.59,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O1,Harris et al. (2004),,22.98,3.29,2.35,10.31,,0.20,23.94,16.51,0.02,1.12,1.88,5.78,10.26,16.04,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O5,Harris et al. (2004),,19.21,4.07,2.01,9.70,,0.21,17.88,23.69,0.18,0.86,5.58,5.01,11.06,16.07,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Uintjiesberg,Group-1 Kimberlite,South Africa,UB-O3,Harris et al. (2004),,19.10,3.50,2.19,10.09,,0.19,22.81,21.18,0.07,0.44,3.09,3.18,12.80,15.98,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Venetia,Group-1 Kimberlite,South Africa,K4-32,Seggie et al. (1999),,29.48,1.03,1.43,8.71,,0.17,35.78,8.27,0.27,0.67,2.09,,,11.52,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Venetia,Group-1 Kimberlite,South Africa,K9-4,Seggie et al. (1999),,27.24,1.07,1.58,7.60,,0.17,29.44,11.15,0.31,0.09,0.79,,,20.15,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Venetia,Group-1 Kimberlite,South Africa,K9-3,Seggie et al. (1999),,28.36,1.30,1.77,8.29,,0.17,30.85,9.77,0.02,0.08,0.65,,,18.38,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Venetia,Group-1 Kimberlite,South Africa,K1-203,Seggie et al. (1999),,35.90,0.95,3.70,8.69,,0.15,29.40,4.85,0.15,2.25,0.51,,,11.46,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,W8 820m level,Shee et al. (1994),,29.90,2.03,1.70,9.46,,0.19,33.40,7.56,0.40,1.04,0.85,9.87,3.61,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C08,Le Roex et al. (2003),,32.19,1.94,2.14,9.25,,0.16,33.32,8.96,0.18,1.08,1.10,3.68,4.90,8.54,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C05,Le Roex et al. (2003),,32.69,1.98,2.29,9.20,,0.16,33.53,7.23,0.04,1.35,0.93,6.25,2.80,9.10,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C07,Le Roex et al. (2003),,29.25,2.25,2.12,9.82,,0.17,31.96,10.01,0.19,0.65,1.05,7.46,4.30,11.76,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,W3 805m level,Shee et al. (1994),,32.90,1.96,2.50,9.14,,0.14,33.40,6.40,0.50,1.77,0.91,8.97,1.45,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C12,Le Roex et al. (2003),,30.08,1.97,2.31,9.38,,0.17,31.38,9.63,0.14,0.66,2.17,7.61,3.60,11.23,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C19,Le Roex et al. (2003),,31.36,2.42,2.41,9.84,,0.17,32.50,8.18,0.15,1.64,0.99,4.87,4.70,9.61,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C04,Le Roex et al. (2003),,29.42,1.99,2.29,9.07,,0.15,30.47,8.96,0.11,0.88,2.00,8.19,3.60,11.76,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C01,Le Roex et al. (2003),,30.93,2.19,2.46,10.18,,0.17,31.68,8.86,0.36,1.45,1.63,5.29,4.30,9.63,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C06,Le Roex et al. (2003),,30.80,2.41,2.52,9.52,,0.17,30.53,10.27,0.07,0.97,1.22,8.58,2.00,10.54,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C10,Le Roex et al. (2003),,30.41,2.07,2.51,9.49,,0.16,31.37,8.49,0.11,1.64,1.44,8.03,2.50,10.51,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,k4/1226,Le Roex et al. (2003),,28.76,2.33,2.43,9.67,,0.17,30.61,10.48,0.08,1.09,1.34,5.69,6.30,11.99,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,40 m level #4,Shee et al. (1994),,23.40,5.45,2.16,14.35,,0.24,13.50,16.80,0.44,1.90,1.67,5.16,10.51,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,K8,Muramatso (1983),,34.11,1.93,3.32,3.00,4.89,0.15,26.11,8.70,0.24,1.92,0.88,8.16,4.75,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,#11,Shee et al. (1994),,27.70,3.01,2.85,11.30,,0.21,18.90,14.20,0.52,2.01,2.47,6.12,6.89,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C09,Le Roex et al. (2003),,31.31,1.84,3.32,9.00,,0.16,28.12,10.25,0.25,1.86,1.22,6.24,5.20,11.42,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C11,Le Roex et al. (2003),,32.28,1.96,3.44,9.24,,0.16,28.46,9.05,0.20,2.61,1.04,6.45,4.60,11.07,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,#12,Shee et al. (1994),,25.40,3.08,2.71,11.30,,0.21,19.90,15.00,0.17,1.85,1.97,6.12,8.25,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C03,Le Roex et al. (2003),,31.68,2.09,3.55,8.96,,0.16,27.58,10.42,0.32,2.05,1.21,5.74,5.30,11.05,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,C18,Le Roex et al. (2003),,31.24,1.91,3.67,9.59,,0.17,26.50,10.54,0.17,2.00,1.54,6.10,5.60,11.69,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,W2 805m level,Shee et al. (1994),,26.00,3.21,3.40,10.20,,0.17,29.10,12.70,0.08,0.89,1.66,7.81,3.45,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,40 m level #1,Shee et al. (1994),,24.40,3.43,3.32,12.60,,0.23,20.30,13.80,0.15,2.22,1.06,6.72,7.71,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,W8 820m level,Shee et al. (1994),,22.80,2.86,3.40,9.35,,0.21,25.20,15.70,0.10,0.74,1.58,9.39,7.83,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton,Group-1 Kimberlite,South Africa,#5,Shee et al. (1994),,24.40,4.71,4.45,10.90,,0.20,13.50,19.00,0.36,1.70,1.75,4.44,13.00,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,K119/5,Le Roex et al. (2003),,32.00,1.65,1.84,9.30,,0.16,33.46,7.14,0.03,1.34,1.42,9.81,1.00,10.79,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,K119/4,Le Roex et al. (2003),,29.72,1.48,1.72,8.22,,0.14,30.02,9.15,0.01,0.88,1.58,9.19,5.10,14.34,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,K119/6,Le Roex et al. (2003),,28.63,1.50,1.71,8.16,,0.14,28.88,11.48,0.18,0.51,1.08,9.57,7.60,17.18,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,K119/1,Le Roex et al. (2003),,28.46,1.40,1.71,7.88,,0.14,29.00,10.08,0.01,0.80,1.59,7.74,9.30,17.09,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,K119/3,Le Roex et al. (2003),,28.25,1.49,1.76,7.99,,0.14,27.59,10.70,0.01,0.78,1.77,7.99,9.80,17.83,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,K119/2,Le Roex et al. (2003),,25.89,2.40,2.62,8.78,,0.20,21.80,16.22,0.21,0.89,3.13,6.43,8.30,14.76,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,k5/86,Le Roex et al. (2003),,23.03,5.66,2.47,15.01,,0.24,14.23,17.09,0.43,2.06,1.56,3.44,8.90,12.34,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,k5/94,Le Roex et al. (2003),,25.45,3.85,3.54,13.97,,0.26,17.96,15.06,0.33,2.30,3.09,4.49,6.50,11.44,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Wesselton Floors Sills,Group-1 Kimberlite,South Africa,k5/88,Le Roex et al. (2003),,23.92,4.30,4.08,12.33,,0.22,18.52,16.56,0.13,2.53,1.74,5.17,8.80,13.97,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Witberg,Group-1 Kimberlite,South Africa,#11,Skinner et al. (1994),,30.72,2.23,2.50,12.42,,0.27,30.11,7.28,0.05,1.08,0.96,,,11.38,,,
,,,,,,,,,,,,,,,,,,,,,,,
"southern Africa (RSA, BOT, LESOTHO, NAM, ZIM)",Sese,Group-1 Kimberlite,Zimbabwe,D2,Smith et al. (2004),,32.15,1.12,3.12,10.59,,0.17,29.78,7.37,0.12,1.51,0.93,,,11.67,,,
,,,,,,,,,,,,,,,,,,,,,,,
West Africa,Liberia,Group-1 Kimberlite,Liberia,Weasus K2 48025,Skinner et al. (2004),,33.06,1.85,2.93,8.14,,0.21,25.29,10.20,0.01,1.35,0.36,,,16.03,,,
West Africa,Liberia,Group-1 Kimberlite,Liberia,BJC,Taylor et al. (1994),,28.76,4.21,2.87,8.77,5.50,0.42,25.08,7.46,0.08,0.73,0.65,3.08,10.45,,,,
West Africa,Liberia,Group-1 Kimberlite,Liberia,Weasus K1 48015,Skinner et al. (2004),,32.41,2.58,2.77,11.11,,0.37,24.54,7.24,0.01,1.18,0.60,,,16.34,,,
West Africa,Liberia,Group-1 Kimberlite,Liberia,BRGM L4,Taylor et al. (1994),,29.45,3.06,2.20,7.85,3.15,0.14,24.80,10.55,0.30,1.00,0.72,7.15,8.80,,,,
West Africa,Liberia,Group-1 Kimberlite,Liberia,Weasus K1 48006,Skinner et al. (2004),,35.49,1.27,1.97,12.45,,0.26,30.77,1.58,0.01,0.41,0.51,,,15.11,,,
,,,,,,,,,,,,,,,,,,,,,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 A1,Haggerty (2017),,34.25,3.61,3.77,14.58,,0.23,35.58,5.64,0.06,0.8,0.23,,,12.83,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 A2,Haggerty (2017),,35.68,4.71,1.76,18.39,,0.43,36.92,0.8,0.26,0.08,0.06,,,12.33,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 A3,Haggerty (2017),,34.62,4.88,1.79,20.28,,0.4,35.38,0.71,0.24,0.04,0.07,,,13.29,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 A4,Haggerty (2017),,31.33,6.36,2.78,23.17,,0.47,32.54,1.09,0.5,0.06,0.09,,,11.66,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 A6,Haggerty (2017),,39.42,2.56,0.84,12.31,,0.16,40.29,2.71,0,0.09,0.17,,,11.74,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 B2,Haggerty (2017),,33.25,5.86,2.37,15.26,,0.26,32.6,7.14,0.09,0.94,0.59,,,12.43,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 B3,Haggerty (2017),,33.68,6.22,2.64,17.06,,0.28,32.11,5.62,0.11,0.92,0.51,,,10.74,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 B4,Haggerty (2017),,35.42,4.93,4.14,14.33,,0.23,32.81,5.53,0.1,0.95,0.51,,,11.81,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 B5,Haggerty (2017),,33.8,6.54,2.33,17.72,,0.3,32.66,3.51,0.06,1.02,0.12,,,12.11,,,
West Africa / Liberia,Camp Alpha Dykes,Group-1 Kimberlite,Liberia,SC11 B6,Haggerty (2017),,33.7,5.81,2.35,15.87,,0.24,33.1,5.96,0.03,0.85,0.67,,,11.92,,,
,,,,,,,,,,,,,,,,,,,,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DZB-2,Taylor et al. (1994),,32.44,2.31,3.77,5.85,6.19,0.19,27.01,8.97,0.12,3.62,1.70,2.61,4.12,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DZA,Taylor et al. (1994),,32.21,1.59,2.77,6.24,4.40,0.19,26.63,8.84,0.08,1.51,0.97,4.03,9.17,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,BRGM K1,Taylor et al. (1994),,33.25,2.09,1.75,7.99,,0.16,31.40,5.22,0.10,0.88,0.53,2.82,10.49,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,dike 1,Taylor et al. (1994),,29.48,2.52,2.20,7.36,3.15,0.20,26.70,9.47,0.02,1.22,0.52,4.89,10.44,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DZB,Taylor et al. (1994),,31.54,1.75,1.77,6.95,4.42,0.17,33.49,3.84,0.02,1.23,0.24,2.52,10.96,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DP-4,Taylor et al. (1994),,30.96,2.76,2.43,6.62,4.15,0.21,26.73,8.43,0.02,2.01,0.42,6.85,7.24,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,BS-1,Taylor et al. (1994),,29.94,1.47,2.03,6.50,3.46,0.14,30.04,6.27,0.02,1.26,0.48,5.75,10.70,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,dike7,Taylor et al. (1994),,30.06,1.78,2.13,7.68,3.03,0.27,25.35,10.13,0.02,1.07,0.79,5.33,11.23,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,BLOW 1,Taylor et al. (1994),,30.50,1.56,2.23,6.70,3.20,0.16,29.89,6.86,0.13,1.17,0.51,5.11,10.35,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,dike 9,Taylor et al. (1994),,31.80,2.09,2.23,8.25,3.63,0.16,32.40,3.25,0.02,1.45,0.08,2.75,10.57,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DP-2,Taylor et al. (1994),,30.91,2.07,1.83,6.42,3.91,0.17,28.49,7.92,0.02,1.38,0.25,7.05,8.74,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DP-1,Taylor et al. (1994),,31.46,2.21,1.75,7.40,3.13,0.18,27.98,8.95,0.02,0.93,0.43,4.87,9.34,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DZB-3,Taylor et al. (1994),,32.51,1.67,2.45,7.01,4.08,0.14,32.28,3.40,0.08,1.91,0.17,2.92,10.14,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DP-3,Taylor et al. (1994),,29.42,1.96,1.98,6.82,3.91,0.17,31.03,6.22,0.05,1.48,0.38,6.57,8.59,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,dike 14-1,Taylor et al. (1994),,30.41,1.89,1.77,5.99,3.49,0.17,28.44,9.76,0.02,0.99,0.43,6.98,8.70,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,DZB-1,Taylor et al. (1994),,31.35,2.20,2.69,7.16,6.31,0.22,31.51,5.52,0.11,1.85,0.81,2.36,7.03,,,,
West Africa,Koidu,Group-1 Kimberlite,Sierra Leone,dike 14-2,Taylor et al. (1994),,31.42,1.87,1.77,6.72,3.33,0.17,28.84,8.64,0.02,1.00,0.47,5.74,8.71,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Central Africa,Kunelungu,Group-1 Kimberlite,Zaire,Kun 1,Fieremans et al. (1984),,32.84,1.78,2.40,10.85,,0.22,35.80,5.37,0.10,0.24,0.46,8.86,1.43,,,,
Central Africa,Kunelungu,Group-1 Kimberlite,Zaire,Kun 15C,Fieremans et al. (1984),,29.00,1.74,1.85,10.83,,0.21,34.51,8.41,0.10,0.51,0.41,9.67,2.02,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Asia & India,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Fuxian (Shandong Province, East China)",Fuxian Pipes,Group-1 Kimberlite,,#54013,Tompkins et al. (1999),,34.50,2.05,3.31,9.39,,0.27,27.14,7.42,0.01,1.44,0.65,,,13.33,,,
"Fuxian (Shandong Province, East China)",Fuxian Pipes,Group-1 Kimberlite,,#54083,Tompkins et al. (1999),,29.67,0.94,1.64,3.59,,0.04,32.89,8.60,0.01,0.07,0.39,,,21.02,,,
"Mengyin (Shandong Province, East China)",Mengyin Pipes,Group-1 Kimberlite,,Huangjiachuan #9,Guan-Zhi (1984),,30.78,0.93,1.50,6.26,1.50,0.12,35.10,5.42,0.07,0.09,0.14,12.79,4.23,,,,
