SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,Island,LOCATION COMMENT,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,MAX AGE,AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE3_HE4_R_RA,HE4_HE3,LATITUDE MAX,LONGITUDE MAX,LAND OR SEA,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,B2O3(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),C(PPM),NA,MG,AL,P,K,CA,FE(PPM),RH(PPM),HG(PPM),EPSILON_ND,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,
s_74-437 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / SHIELD STAGE,,-17.70,-149.45,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.62,848.30,35.58,379.30,69.64,,,,,,,,,,,,621.40,59.24,127.84,15.61,60.71,12.08,3.37,10.01,1.54,7.42,1.28,2.91,0.38,2.16,0.30,8.74,4.13,,,,,,,,5.14,,8.12,1.97,0.51283,0.70452,19.10,15.54,38.64,,,,,-17.7,-149.45,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19833,
s_T85-35 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / SHIELD STAGE,,-17.70,-149.45,,,"BASALT, TRANSITIONAL [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88,466.40,31.08,270.40,42.45,,,,,,,,,,,,367.00,35.25,81.85,10.58,42.53,8.94,2.40,7.79,1.24,6.19,1.11,2.62,0.36,2.03,0.28,6.79,2.60,,,,,,,,3.53,,4.56,1.06,0.51282,0.70417,19.19,15.58,38.79,,,,,-17.7,-149.45,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19840,
s_T85-40 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / SHIELD STAGE,,-17.70,-149.45,,,"BASALT, TRANSITIONAL [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21,404.80,36.90,313.80,39.89,,,,,,,,,,,,540.90,38.85,87.59,11.31,44.50,9.58,2.84,8.61,1.37,6.95,1.29,3.07,0.43,2.47,0.36,7.60,2.39,,,,,,,,4.04,,5.75,1.14,0.51273,0.70520,19.06,15.57,38.71,,,,,-17.7,-149.45,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19841,
s_T85-43 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / LATE STAGE,,-17.70,-149.45,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.38,592.40,35.15,384.10,58.86,,,,,,,,,,,,537.60,46.33,104.06,13.35,53.73,11.06,3.15,9.29,1.46,7.05,1.23,2.83,0.37,2.08,0.29,8.98,3.45,,,,,,,,4.35,,6.56,1.77,0.51281,0.70471,19.06,15.53,38.59,,,,,-17.7,-149.45,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19843,
s_T85-44 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / SHIELD STAGE,,-17.70,-149.45,,,HAWAIITE [1236],,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.20,583.30,35.84,381.50,46.84,,,,,,,,,,,,551.60,50.12,111.10,13.69,53.19,10.85,3.11,8.83,1.46,7.26,1.27,3.10,0.45,2.44,0.35,8.81,2.63,,,,,,,,5.60,,9.63,2.08,0.51264,0.70581,19.18,15.57,38.82,,,,,-17.7,-149.45,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19844,
s_THT-15 [1350],[1350][12439],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI,,-17.58,-149.43,,,"BASALT, ALKALINE [1350]",,,,WR [1350] ,VOL,,43.93,2.89,10.18,,,,,12.25,,0.18,15.25,10.58,1.70,0.59,0.43,,,,,,,,6.57,,,,,,,,,367.00,,,,,,,,9.05,458.00,18.40,246.00,30.00,,,,,,,,,,,0.21,294.00,22.50,49.80,6.75,28.30,6.44,2.22,6.12,0.85,4.70,0.78,2.06,0.21,1.44,0.20,,,,,,,,,,3.00,,3.40,1.04,0.51284,0.70445,19.09,15.58,38.79,,,,,-17.58,-149.43,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793-THT-15,
s_MO 3A [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MOOREA / SHIELD STAGE,,-17.48,-149.78,,,BASALT [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51275,0.70492,19.20,15.62,38.97,0.28295,,,,-17.583,-149.872,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37829-MO3A,
s_MO 7 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MOOREA / SHIELD STAGE,,-17.48,-149.78,,,BASALT [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51268,0.70525,19.21,15.64,39.00,0.28288,,,,-17.583,-149.872,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37829-MO-7,
s_MO 92 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MOOREA / SHIELD STAGE,,-17.48,-149.78,,,PICRITE [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51284,0.70424,19.29,15.62,39.01,0.28296,,,,-17.583,-149.872,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37829-MO92,
s_MO 63 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / MOOREA / POST-SHIELD STAGE,,-17.48,-149.78,,,BENMOREITE [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51264,0.70584,19.32,15.63,39.05,0.28285,,,,-17.583,-149.872,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37830-MO63,
s_HA 55 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / HUAHINE / SHIELD STAGE,NORTH HUAHINE,-16.75,-151.00,,,BASALT [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51267,0.70572,19.08,15.63,38.92,0.28288,,,,-16.75,-151,SAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37831-HA55,
s_HA 61 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / HUAHINE / SHIELD STAGE,NORTH HUAHINE,-16.75,-151.00,,,BASALT [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51261,0.70606,19.18,15.64,38.98,0.28291,,,,-16.75,-151,SAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37831-HA61,
s_HA25 [7941] / s_HA 25 [20464],[7941][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / HUAHINE / SHIELD STAGE,SOUTH HUAHINE,-16.75,-151.00,,,"THOLEIITE, OLIVINE [7941] / BASALT [20464]",2520000 [7941],2650000 [7941],,WR [7941] ,VOL,,46.71,3.13,12.90,,,,,11.43,,0.15,7.99,11.55,2.14,1.33,0.39,1.36,,,,,,,,,,,,,,,,,,,,,,,,35.20,533.00,28.10,244.00,35.00,,,,,,,,,,,,331.00,35.60,74.00,,42.00,8.90,2.70,7.90,,5.90,,2.80,,2.00,,,,,,,,,,,,,5.40,,0.51274,0.70495,19.12,15.63,39.96,0.28295,,,,-16.75,-151,SAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37832-HA25,
s_RI 15 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,BASANITE [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51288,0.70407,19.03,15.58,38.75,0.28303,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI 15,
s_RI37 [545] / s_RI 37 [20464],[545][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,BASALT [545] / PICRITE [20464],,,,WR [545] ,VOL,,46.00,3.70,14.75,,,,,12.10,,0.18,5.70,10.82,2.67,1.29,0.49,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,0.70417,19.21,15.60,38.91,0.28299,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI 37,
s_RI 55 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,PICRITE [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51281,0.70461,19.19,15.61,38.84,0.28295,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI 55,
s_RI 59 [9925],[9925][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,NOT GIVEN [9925] / BASALT [20464],,,,WR [9925] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.00,38.70,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,7.94,2.48,,,,,,,,,,,,0.51278,0.70481,19.08,15.62,38.79,0.28294,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI 59,
s_RI 6 [9925] / s_RI 06 [20464],[9925][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,NOT GIVEN [9925] / BASANITE [20464],,,,WR [9925] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.20,46.40,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,8.25,2.92,,,,,,,,,,,,0.51286,0.70425,19.15,15.61,38.80,0.28301,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI 6,
s_RI 66 [9925],[9925][15259][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,NOT GIVEN [9925] / BASALT [20464],,,,WR [9925] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.60,34.20,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,8.10,2.21,0.52,,,,,,,,,,,0.51267,0.70578,19.17,15.64,38.96,0.28285,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI 66,
s_RI38 [545] / s_RI 38 [20464],[545][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,OCEANITE [545] / BASALT [20464],,,,WR [545] ,VOL,,43.30,2.15,7.94,,,,,12.74,,0.18,21.50,7.70,1.29,0.71,0.32,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51284,0.70426,19.07,15.60,38.80,0.28301,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI38,
s_RI48 [545] / s_RI 48 [20464],[545][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / SHIELD STAGE,,-16.72,-151.35,,,BASALT [545] / BASANITE [20464],,,,WR [545] ,VOL,,43.20,3.60,11.42,,,,,12.38,,0.17,11.65,11.25,2.76,0.57,0.54,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,0.70403,19.27,15.61,38.99,0.28300,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834-RI48,
s_RI2 [545] / s_RI 02 [20464],[545][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / POST-SHIELD STAGE,,-16.72,-151.35,,,TRACHYTE [545],,,,WR [545] ,VOL,,61.50,0.64,17.95,,,,,2.73,,0.26,0.70,1.33,6.90,5.20,0.12,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,0.70445,19.05,15.60,38.79,0.28299,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37835-RI 2,
s_RI27 [545] / s_RI 27 [20464],[545][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / POST-SHIELD STAGE,,-16.72,-151.35,,,TRACHYTE [545],,,,WR [545] ,VOL,,62.40,0.50,17.25,,,,,3.17,,0.35,0.81,1.30,6.45,5.15,0.16,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51283,0.70502,19.07,15.61,38.81,0.28297,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37835-RI 27,
s_RI 30 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / POST-SHIELD STAGE,,-16.72,-151.35,,,TRACHYTE [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51287,0.70446,19.06,15.59,38.76,0.28301,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37835-RI30,
s_RI 82 [20464],[20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / RAIATEA / POST-SHIELD STAGE,,-16.72,-151.35,,,TRACHYTE [20464],,,,WR [20464] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,0.70842,19.07,15.60,38.80,0.28296,,,,-16.92,-151.49,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37835-RI82,
s_BB-6 [1350] / s_BB6 [20464],[1350][20464],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / BORA BORA / SHIELD STAGE,,-16.49,-151.72,,,"BASALT, ALKALINE [1350] / BASALT [20464]",,,,WR [1350] ,VOL,,47.48,3.52,14.24,,,,,10.96,,0.15,5.66,11.13,2.62,1.65,0.47,,,,,,,,,,,,,,,,,72.00,,,,,,,,28.00,633.00,26.00,287.00,29.00,,,,,,,,,,,,344.00,,,,,,,,,,,,,,,,,,,,,,,,2.50,,3.60,,0.51288,0.70436,18.97,15.60,38.60,0.28301,,,,-16.514,-151.734,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37836-BB-6,
s_T85-41 [567],[567][1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / SHIELD STAGE,,-17.70,-149.45,,,"BASALT, ANDESITIC [567] / BASALT, TRANSITIONAL [1236]",1670000 [567],1670000 [567],,WR [567] ,VOL,,52.66,3.22,14.21,,,,,10.26,,,4.55,8.77,2.86,1.89,0.48,,,,,,,,,,,,,,,,,,,,,,,,,33.00,455.00,34.20,298.90,38.40,,,,,,,,,,,,460.80,38.07,86.25,10.76,41.20,8.90,2.83,8.34,1.35,6.80,1.24,2.96,0.41,2.34,0.34,7.41,2.32,,,,,,,,1.26,,5.41,1.53,0.51275,0.70518,19.05,15.56,38.66,,,,,-17.7,-149.45,SAE,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891-T85-41,
s_T85-102 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,-17.62,-149.47,,,MUGEARITE [1236],,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.30,124.85,258.12,28.51,91.21,15.56,4.68,12.44,1.90,9.21,0.24,4.54,0.63,3.61,0.52,,,,,,,,,,11.05,,15.60,3.85,0.51293,0.70397,18.98,15.52,38.52,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124-T85-102,
s_T85-12 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,-17.62,-149.47,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.69,594.60,26.39,226.20,46.80,,,,,,,,,,,,430.10,35.44,77.97,9.71,38.41,8.12,2.40,7.00,1.09,5.34,0.93,2.14,0.29,1.62,0.22,5.38,2.74,,,,,,,,2.78,,4.64,1.22,0.51290,0.70400,18.96,15.52,38.49,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124-T85-12,
s_T85-19 [567],[567][1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,-17.62,-149.47,,,"BASALT, SUBALKALINE [567] / BASALT, ALKALINE [1236]",1270000 [567],1270000 [567],,WR [567] ,VOL,,46.09,3.03,12.87,,,,,11.95,,,9.67,11.79,2.05,1.11,0.43,,,,,,,,,,,,,,,,,,,,,,,,,25.70,659.00,33.91,283.80,45.66,,,,,,,,,,,,394.40,38.17,86.79,11.67,40.60,8.60,2.62,7.86,1.25,6.28,1.16,2.74,0.38,2.21,0.31,6.33,2.63,,,,,,,,3.32,,5.02,1.29,0.51279,0.70448,19.03,15.54,38.57,,,,,-17.62,-149.47,SAE,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124-T85-19,
s_T85-24 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,-17.62,-149.47,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.99,1440.20,49.18,596.00,108.39,,,,,,,,,,,,745.00,82.67,174.25,21.55,80.27,15.54,4.43,12.64,1.96,9.62,1.72,4.09,0.55,3.30,0.48,12.39,6.58,,,,,,,,6.16,,10.85,2.77,0.51287,0.70424,18.98,15.51,38.48,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124-T85-24,
s_T85-33 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,-17.62,-149.47,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.16,873.00,38.01,327.30,60.57,,,,,,,,,,,,597.20,50.58,107.66,13.78,55.55,11.41,3.32,9.86,1.51,7.36,1.30,2.98,0.40,2.17,0.31,7.72,3.48,,,,,,,,3.57,,6.80,1.69,0.51286,0.70408,19.03,15.53,38.57,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124-T85-33,
s_T85-34 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,-17.62,-149.47,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.65,965.90,35.66,360.80,81.74,,,,,,,,,,,,717.30,61.89,128.72,15.34,57.72,10.98,3.21,9.21,1.43,6.98,1.24,2.89,0.39,2.25,0.32,7.78,4.64,,,,,,,,4.83,,8.66,2.03,0.51290,0.70393,18.98,15.52,38.54,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124-T85-34,
s_T85-67 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,"VALLEE DU PUNARUU, WEST COAST OF TAHITI-NUI",-17.62,-149.47,,,HAWAIITE [1236],,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.41,1043.50,46.63,458.50,96.47,,,,,,,,,,,,745.30,70.95,153.83,18.63,70.49,13.31,3.83,10.77,1.70,8.45,1.54,3.80,0.53,3.18,0.47,8.94,5.47,,,,,,,,5.18,,9.24,2.36,0.51290,0.70397,18.96,15.51,38.49,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130-T85-67,
s_T85-7 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,"VALLEE DU PUNARUU, WEST COAST OF TAHITI-NUI",-17.62,-149.47,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.11,878.50,35.73,307.70,55.07,,,,,,,,,,,,462.90,45.40,101.42,12.39,50.57,10.54,3.02,9.31,1.45,7.17,1.25,2.94,0.39,2.22,0.32,7.17,3.09,,,,,,,,3.41,,5.44,1.38,0.51283,0.70438,19.10,15.53,38.62,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130-T85-7,
s_T85-72 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,"VALLEE DU PUNARUU, WEST COAST OF TAHITI-NUI",-17.62,-149.47,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.46,585.10,29.51,258.80,38.76,,,,,,,,,,,,257.70,33.95,74.25,10.13,41.62,9.04,2.69,8.03,1.27,6.23,1.07,2.45,0.34,1.77,0.24,6.43,2.34,,,,,,,,2.94,,4.04,1.04,0.51290,0.70375,19.12,15.52,38.61,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130-T85-72,
s_T85-93 [1236],[1236],OCEAN ISLAND,Society Islands,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,"VALLEE DU PUNARUU, WEST COAST OF TAHITI-NUI",-17.62,-149.47,,,"BASALT, ALKALINE [1236]",,,,WR [1236] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.67,750.30,36.79,318.70,52.36,,,,,,,,,,,,477.40,41.85,94.52,11.95,48.43,10.04,2.89,8.67,1.36,6.82,1.23,2.94,0.40,2.35,0.34,7.25,3.16,,,,,,,,3.43,,5.80,1.46,0.51281,0.70439,19.01,15.53,38.57,,,,,-17.62,-149.47,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130-T85-93,
